lead_s,config_id,name,model,esn_median,esn_n_censored,esn_cens_rate,esn_median_is_lower_bound,ctrl_median,ctrl_n_censored,ratio,ratio_is_upper_bound
2.0,nres400_sr0.95_leak0.1_ridge1e-08_wo50,,PINN,0.11671508173086398,0,0.0,0,0.3334724387013921,0,2.8571495110662215,0
2.0,nres400_sr0.95_leak0.1_ridge1e-08_wo50,,Hybrid,0.11671508173086398,0,0.0,0,0.6002789473683379,0,5.143113798716562,0
2.0,nres400_sr0.95_leak0.1_ridge1e-08_wo50,,MLP,0.11671508173086398,0,0.0,0,0.3334713550225388,0,2.8571402262434096,0
2.0,nres400_sr1.1_leak0.1_ridge1e-08_wo50,,PINN,0.11671508173086398,0,0.0,0,0.3334724387013921,0,2.8571495110662215,0
2.0,nres400_sr1.1_leak0.1_ridge1e-08_wo50,,Hybrid,0.11671508173086398,0,0.0,0,0.6002789473683379,0,5.143113798716562,0
2.0,nres400_sr1.1_leak0.1_ridge1e-08_wo50,,MLP,0.11671508173086398,0,0.0,0,0.3334713550225388,0,2.8571402262434096,0
2.0,nres400_sr1.1_leak0.25_ridge0.0001_wo50,,PINN,0.11671508173086398,0,0.0,0,0.3334724387013921,0,2.8571495110662215,0
2.0,nres400_sr1.1_leak0.25_ridge0.0001_wo50,,Hybrid,0.11671508173086398,0,0.0,0,0.6002789473683379,0,5.143113798716562,0
2.0,nres400_sr1.1_leak0.25_ridge0.0001_wo50,,MLP,0.11671508173086398,0,0.0,0,0.3334713550225388,0,2.8571402262434096,0
2.0,nres800_sr0.7_leak0.5_ridge1e-06_wo50,,PINN,0.11671508173086398,0,0.0,0,0.3334724387013921,0,2.8571495110662215,0
2.0,nres800_sr0.7_leak0.5_ridge1e-06_wo50,,Hybrid,0.11671508173086398,0,0.0,0,0.6002789473683379,0,5.143113798716562,0
2.0,nres800_sr0.7_leak0.5_ridge1e-06_wo50,,MLP,0.11671508173086398,0,0.0,0,0.3334713550225388,0,2.8571402262434096,0
2.0,nres800_sr0.9_leak0.5_ridge0.0001_wo50,,PINN,0.11671508173086398,1,0.034482758620689655,1,0.3334724387013921,0,2.8571495110662215,1
2.0,nres800_sr0.9_leak0.5_ridge0.0001_wo50,,Hybrid,0.11671508173086398,1,0.034482758620689655,1,0.6002789473683379,0,5.143113798716562,1
2.0,nres800_sr0.9_leak0.5_ridge0.0001_wo50,,MLP,0.11671508173086398,1,0.034482758620689655,1,0.3334713550225388,0,2.8571402262434096,1
2.0,nres800_sr0.95_leak1.0_ridge1e-06_wo50,,PINN,0.11671508173086398,0,0.0,0,0.3334724387013921,0,2.8571495110662215,0
2.0,nres800_sr0.95_leak1.0_ridge1e-06_wo50,,Hybrid,0.11671508173086398,0,0.0,0,0.6002789473683379,0,5.143113798716562,0
2.0,nres800_sr0.95_leak1.0_ridge1e-06_wo50,,MLP,0.11671508173086398,0,0.0,0,0.3334713550225388,0,2.8571402262434096,0
2.0,nres1600_sr0.7_leak0.25_ridge1e-06_wo50,,PINN,0.11671508173086398,0,0.0,0,0.3334724387013921,0,2.8571495110662215,0
2.0,nres1600_sr0.7_leak0.25_ridge1e-06_wo50,,Hybrid,0.11671508173086398,0,0.0,0,0.6002789473683379,0,5.143113798716562,0
2.0,nres1600_sr0.7_leak0.25_ridge1e-06_wo50,,MLP,0.11671508173086398,0,0.0,0,0.3334713550225388,0,2.8571402262434096,0
2.0,nres1600_sr0.7_leak1.0_ridge0.0001_wo50,,PINN,0.11671508173086398,0,0.0,0,0.3334724387013921,0,2.8571495110662215,0
2.0,nres1600_sr0.7_leak1.0_ridge0.0001_wo50,,Hybrid,0.11671508173086398,0,0.0,0,0.6002789473683379,0,5.143113798716562,0
2.0,nres1600_sr0.7_leak1.0_ridge0.0001_wo50,,MLP,0.11671508173086398,0,0.0,0,0.3334713550225388,0,2.8571402262434096,0
