trial,model,level,rep,sigma_theta_deg,sigma_omega,dth1_deg,dw1,dth2_deg,dw2,horizon_s,censored
28,PINN,w0.03,5,0.0,0.03,0.0,0.002584887302817813,-0.0,-0.05326736331318445,3.0833333333333335,0
28,PINN,w0.03,6,0.0,0.03,0.0,0.0006144657386459632,-0.0,-0.022699633219565744,3.2583333333333333,0
28,PINN,w0.03,7,0.0,0.03,0.0,-0.008516917669237135,-0.0,0.004682509006895299,3.2583333333333333,0
28,PINN,w0.03,8,0.0,0.03,0.0,-0.01831056396329302,0.0,-0.0021938974506078824,3.2583333333333333,0
28,PINN,w0.03,9,0.0,0.03,0.0,0.01796325188576234,-0.0,0.034895136076855675,3.2583333333333333,0
28,PINN,w0.03,10,0.0,0.03,-0.0,-0.07704960832381758,-0.0,-0.01845297188027478,3.2583333333333333,0
28,PINN,w0.03,11,0.0,0.03,-0.0,0.0062733553217324805,-0.0,-0.0004955095000365991,3.2583333333333333,0
28,PINN,w0.03,12,0.0,0.03,-0.0,0.0039404531076876696,0.0,-0.024532459995186426,3.2583333333333333,0
28,PINN,w0.03,13,0.0,0.03,-0.0,0.059377547277200536,0.0,-0.0033039777113059903,3.25,0
28,PINN,w0.03,14,0.0,0.03,-0.0,0.024440919035719662,0.0,-0.017271232085442827,3.2583333333333333,0
28,PINN,w0.03,15,0.0,0.03,-0.0,-0.027635489865003905,0.0,-0.02290069053721519,3.2583333333333333,0
28,PINN,w0.03,16,0.0,0.03,0.0,-0.0430665975595602,-0.0,0.0045342226341598705,3.2583333333333333,0
28,PINN,w0.03,17,0.0,0.03,0.0,0.031831363282893155,-0.0,0.036076379378072496,3.2583333333333333,0
28,PINN,w0.03,18,0.0,0.03,-0.0,0.0777915053032846,-0.0,0.0022761125834479938,3.25,0
28,PINN,w0.03,19,0.0,0.03,0.0,-0.009224498358730633,0.0,-0.026599624912687272,3.2583333333333333,0
28,PINN,w0.09,0,0.0,0.09,-0.0,0.0035269486749915386,0.0,-0.057568037541053114,3.0833333333333335,0
28,PINN,w0.09,1,0.0,0.09,-0.0,-0.0318663496294885,-0.0,0.0582012238617774,3.2583333333333333,0
28,PINN,w0.09,2,0.0,0.09,0.0,-0.025165101834393105,-0.0,0.013529113074408183,3.2583333333333333,0
28,PINN,w0.09,3,0.0,0.09,0.0,-0.01565040015046002,0.0,0.012410404152299636,3.2583333333333333,0
28,PINN,w0.09,4,0.0,0.09,0.0,-0.03466411294213007,0.0,-0.045502974922105366,3.2583333333333333,0
28,PINN,w0.09,5,0.0,0.09,0.0,0.00775466190845344,-0.0,-0.15980208993955336,3.066666666666667,0
28,PINN,w0.09,6,0.0,0.09,0.0,0.0018433972159378896,-0.0,-0.06809889965869724,3.075,0
28,PINN,w0.09,7,0.0,0.09,0.0,-0.025550753007711407,-0.0,0.014047527020685898,3.2583333333333333,0
28,PINN,w0.09,8,0.0,0.09,0.0,-0.05493169188987906,0.0,-0.006581692351823648,3.2583333333333333,0
28,PINN,w0.09,9,0.0,0.09,0.0,0.05388975565728702,-0.0,0.10468540823056703,3.25,0
28,PINN,w0.09,10,0.0,0.09,-0.0,-0.23114882497145273,-0.0,-0.05535891564082434,3.2916666666666665,0
28,PINN,w0.09,11,0.0,0.09,-0.0,0.01882006596519744,-0.0,-0.0014865285001097973,3.2583333333333333,0
28,PINN,w0.09,12,0.0,0.09,-0.0,0.01182135932306301,0.0,-0.07359737998555928,3.075,0
28,PINN,w0.09,13,0.0,0.09,-0.0,0.1781326418316016,0.0,-0.00991193313391797,3.075,0
28,PINN,w0.09,14,0.0,0.09,-0.0,0.07332275710715898,0.0,-0.05181369625632848,3.075,0
28,PINN,w0.09,15,0.0,0.09,-0.0,-0.08290646959501172,0.0,-0.06870207161164557,3.2583333333333333,0
28,PINN,w0.09,16,0.0,0.09,0.0,-0.1291997926786806,-0.0,0.01360266790247961,3.2666666666666666,0
28,PINN,w0.09,17,0.0,0.09,0.0,0.09549408984867948,-0.0,0.10822913813421747,3.25,0
28,PINN,w0.09,18,0.0,0.09,-0.0,0.2333745159098538,-0.0,0.006828337750343981,2.875,0
28,PINN,w0.09,19,0.0,0.09,0.0,-0.027673495076191896,0.0,-0.07979887473806181,3.075,0
28,PINN,w0.2,0,0.0,0.2,-0.0,0.00783766372220342,0.0,-0.12792897231345138,3.066666666666667,0
28,PINN,w0.2,1,0.0,0.2,-0.0,-0.07081411028775222,-0.0,0.12933605302617202,3.2583333333333333,0
28,PINN,w0.2,2,0.0,0.2,0.0,-0.05592244852087357,-0.0,0.030064695720907076,3.2583333333333333,0
28,PINN,w0.2,3,0.0,0.2,0.0,-0.03477866700102227,0.0,0.027578675893999195,3.2583333333333333,0
28,PINN,w0.2,4,0.0,0.2,0.0,-0.0770313620936224,0.0,-0.10111772204912305,3.075,0
28,PINN,w0.2,5,0.0,0.2,0.0,0.017232582018785424,-0.0,-0.3551157554212297,3.05,0
28,PINN,w0.2,6,0.0,0.2,0.0,0.004096438257639755,-0.0,-0.15133088813043832,3.066666666666667,0
28,PINN,w0.2,7,0.0,0.2,0.0,-0.056779451128247574,-0.0,0.03121672671263533,3.2583333333333333,0
28,PINN,w0.2,8,0.0,0.2,0.0,-0.12207042642195348,0.0,-0.014625983004052552,3.2666666666666666,0
28,PINN,w0.2,9,0.0,0.2,0.0,0.11975501257174895,-0.0,0.2326342405123712,3.25,0
28,PINN,w0.2,10,0.0,0.2,-0.0,-0.5136640554921172,-0.0,-0.12301981253516521,1.025,0
28,PINN,w0.2,11,0.0,0.2,-0.0,0.041822368811549875,-0.0,-0.003303396666910661,3.2583333333333333,0
28,PINN,w0.2,12,0.0,0.2,-0.0,0.02626968738458447,0.0,-0.16354973330124287,3.066666666666667,0
28,PINN,w0.2,13,0.0,0.2,-0.0,0.39585031518133695,0.0,-0.022026518075373272,2.85,0
28,PINN,w0.2,14,0.0,0.2,-0.0,0.1629394602381311,0.0,-0.11514154723628552,3.066666666666667,0
28,PINN,w0.2,15,0.0,0.2,-0.0,-0.18423659910002604,0.0,-0.1526712702481013,3.058333333333333,0
28,PINN,w0.2,16,0.0,0.2,0.0,-0.287110650397068,-0.0,0.030228150894399137,3.5,0
28,PINN,w0.2,17,0.0,0.2,0.0,0.21220908855262108,-0.0,0.24050919585381664,3.2416666666666667,0
28,PINN,w0.2,18,0.0,0.2,-0.0,0.5186100353552308,-0.0,0.015174083889653293,2.658333333333333,0
28,PINN,w0.2,19,0.0,0.2,0.0,-0.06149665572487089,0.0,-0.1773308327512485,3.058333333333333,0
28,PINN,joint_0.45_0.09,0,0.45,0.09,-0.600838645760421,0.0035269486749915386,0.03251206258581199,-0.057568037541053114,2.875,0
28,PINN,joint_0.45_0.09,1,0.45,0.09,-0.10190847771228832,-0.0318663496294885,-0.65452970288583,0.0582012238617774,3.275,0
28,PINN,joint_0.45_0.09,2,0.45,0.09,0.24081321407670073,-0.025165101834393105,-0.00296127824010333,0.013529113074408183,3.2666666666666666,0
28,PINN,joint_0.45_0.09,3,0.45,0.09,0.28497650062167756,-0.01565040015046002,0.01786654637949566,0.012410404152299636,3.2666666666666666,0
28,PINN,joint_0.45_0.09,4,0.45,0.09,0.26651509335298895,-0.03466411294213007,0.24459256138584498,-0.045502974922105366,3.2583333333333333,0
28,PINN,joint_0.45_0.09,5,0.45,0.09,0.13805843546031055,0.00775466190845344,-0.2888118809054564,-0.15980208993955336,3.2583333333333333,0
28,PINN,joint_0.45_0.09,6,0.45,0.09,0.597564824861,0.0018433972159378896,-0.25509028512964005,-0.06809889965869724,3.4916666666666667,0
28,PINN,joint_0.45_0.09,7,0.45,0.09,0.2874581674649464,-0.025550753007711407,-0.11281102322255657,0.014047527020685898,3.275,0
28,PINN,joint_0.45_0.09,8,0.45,0.09,0.3335639925554265,-0.05493169188987906,0.2082429979799056,-0.006581692351823648,3.2666666666666666,0
28,PINN,joint_0.45_0.09,9,0.45,0.09,0.5151578408461135,0.05388975565728702,-0.3697546678741731,0.10468540823056703,3.6666666666666665,0
28,PINN,joint_0.45_0.09,10,0.45,0.09,-0.08812899890722015,-0.23114882497145273,-0.5923482710158844,-0.05535891564082434,3.65,0
28,PINN,joint_0.45_0.09,11,0.45,0.09,-0.15454310260194554,0.01882006596519744,-0.48727654720456925,-0.0014865285001097973,3.2583333333333333,0
28,PINN,joint_0.45_0.09,12,0.45,0.09,-0.21518951298911246,0.01182135932306301,0.270955728833581,-0.07359737998555928,3.058333333333333,0
28,PINN,joint_0.45_0.09,13,0.45,0.09,-0.3366190375175997,0.1781326418316016,0.039563468718455265,-0.00991193313391797,2.8666666666666667,0
28,PINN,joint_0.45_0.09,14,0.45,0.09,-0.2669495124006204,0.07332275710715898,0.3729027934474675,-0.05181369625632848,2.8666666666666667,0
28,PINN,joint_0.45_0.09,15,0.45,0.09,-0.09237399664225426,-0.08290646959501172,0.17455043468565523,-0.06870207161164557,3.058333333333333,0
28,PINN,joint_0.45_0.09,16,0.45,0.09,0.5893640572173611,-0.1291997926786806,-0.25847527030703243,0.01360266790247961,3.658333333333333,0
28,PINN,joint_0.45_0.09,17,0.45,0.09,0.023678216017017494,0.09549408984867948,-0.5411495563259834,0.10822913813421747,3.25,0
28,PINN,joint_0.45_0.09,18,0.45,0.09,-0.25055609900375986,0.2333745159098538,-0.4462514025297098,0.006828337750343981,3.0833333333333335,0
28,PINN,joint_0.45_0.09,19,0.45,0.09,0.3982258407550975,-0.027673495076191896,0.3316187213120574,-0.07979887473806181,3.2666666666666666,0
28,PINN,det_joint_0.45_0.09,0,0.45,0.09,0.45,0.09,0.45,0.09,3.2583333333333333,0
28,MLP_lam0,clean,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,0,0.1,0.0,-0.13351969905787134,0.0,0.0072249027968471075,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,1,0.1,0.0,-0.022646328380508517,-0.0,-0.14545104508574,0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,2,0.1,0.0,0.05351404757260017,-0.0,-0.0006580618311340733,0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,3,0.1,0.0,0.06332811124926169,-0.0,0.003970343639887925,0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,4,0.1,0.0,0.05922557630066422,-0.0,0.05435390253018777,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,5,0.1,0.0,0.030679652324513453,0.0,-0.06418041797899032,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,6,0.1,0.0,0.13279218330244444,0.0,-0.056686730028808904,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,7,0.1,0.0,0.06387959276998809,-0.0,-0.025069116271679237,0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,8,0.1,0.0,0.07412533167898366,-0.0,0.04627622177331235,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,9,0.1,0.0,0.11447952018802521,0.0,-0.08216770397203847,0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,10,0.1,0.0,-0.019584221979382255,-0.0,-0.131632949114641,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,11,0.1,0.0,-0.03434291168932123,0.0,-0.10828367715657093,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,12,0.1,0.0,-0.04781989177535832,0.0,0.06021238418524023,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,13,0.1,0.0,-0.07480423055946658,0.0,0.008791881937434503,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,14,0.1,0.0,-0.05932211386680455,0.0,0.08286728743277055,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,15,0.1,0.0,-0.020527554809389836,-0.0,0.03878898548570116,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,16,0.1,0.0,0.1309697904927469,-0.0,-0.057438948957118326,0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,17,0.1,0.0,0.005261825781559443,0.0,-0.12025545696132962,0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,18,0.1,0.0,-0.05567913311194663,0.0,-0.0991669783399355,0.0,1.0583333333333333,0
28,MLP_lam0,th0.1,19,0.1,0.0,0.08849463127891054,-0.0,0.07369304918045719,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,0,0.45,0.0,-0.600838645760421,0.0,0.03251206258581199,-0.0,0.675,0
28,MLP_lam0,th0.45,1,0.45,0.0,-0.10190847771228832,-0.0,-0.65452970288583,0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,2,0.45,0.0,0.24081321407670073,-0.0,-0.00296127824010333,0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,3,0.45,0.0,0.28497650062167756,-0.0,0.01786654637949566,0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,4,0.45,0.0,0.26651509335298895,-0.0,0.24459256138584498,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,5,0.45,0.0,0.13805843546031055,0.0,-0.2888118809054564,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,6,0.45,0.0,0.597564824861,0.0,-0.25509028512964005,-0.0,1.0666666666666667,0
28,MLP_lam0,th0.45,7,0.45,0.0,0.2874581674649464,-0.0,-0.11281102322255657,0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,8,0.45,0.0,0.3335639925554265,-0.0,0.2082429979799056,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,9,0.45,0.0,0.5151578408461135,0.0,-0.3697546678741731,0.0,1.0666666666666667,0
28,MLP_lam0,th0.45,10,0.45,0.0,-0.08812899890722015,-0.0,-0.5923482710158844,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,11,0.45,0.0,-0.15454310260194554,0.0,-0.48727654720456925,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,12,0.45,0.0,-0.21518951298911246,0.0,0.270955728833581,-0.0,0.675,0
28,MLP_lam0,th0.45,13,0.45,0.0,-0.3366190375175997,0.0,0.039563468718455265,-0.0,0.6833333333333333,0
28,MLP_lam0,th0.45,14,0.45,0.0,-0.2669495124006204,0.0,0.3729027934474675,-0.0,0.6666666666666666,0
28,MLP_lam0,th0.45,15,0.45,0.0,-0.09237399664225426,-0.0,0.17455043468565523,-0.0,0.6833333333333333,0
28,MLP_lam0,th0.45,16,0.45,0.0,0.5893640572173611,-0.0,-0.25847527030703243,0.0,1.0666666666666667,0
28,MLP_lam0,th0.45,17,0.45,0.0,0.023678216017017494,0.0,-0.5411495563259834,0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,18,0.45,0.0,-0.25055609900375986,0.0,-0.4462514025297098,0.0,1.0583333333333333,0
28,MLP_lam0,th0.45,19,0.45,0.0,0.3982258407550975,-0.0,0.3316187213120574,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,0,0.5,0.0,-0.6675984952893567,0.0,0.03612451398423554,-0.0,0.6666666666666666,0
28,MLP_lam0,th0.5,1,0.5,0.0,-0.11323164190254258,-0.0,-0.7272552254286999,0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,2,0.5,0.0,0.2675702378630008,-0.0,-0.0032903091556703663,0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,3,0.5,0.0,0.3166405562463084,-0.0,0.019851718199439622,0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,4,0.5,0.0,0.2961278815033211,-0.0,0.27176951265093885,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,5,0.5,0.0,0.15339826162256726,0.0,-0.32090208989495156,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,6,0.5,0.0,0.6639609165122222,0.0,-0.2834336501440445,-0.0,1.0666666666666667,0
28,MLP_lam0,th0.5,7,0.5,0.0,0.3193979638499404,-0.0,-0.12534558135839619,0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,8,0.5,0.0,0.3706266583949183,-0.0,0.23138110886656174,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,9,0.5,0.0,0.572397600940126,0.0,-0.4108385198601923,0.0,1.0666666666666667,0
28,MLP_lam0,th0.5,10,0.5,0.0,-0.09792110989691127,-0.0,-0.6581647455732048,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,11,0.5,0.0,-0.17171455844660613,0.0,-0.5414183857828546,-0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,12,0.5,0.0,-0.23909945887679163,0.0,0.3010619209262011,-0.0,0.6666666666666666,0
28,MLP_lam0,th0.5,13,0.5,0.0,-0.37402115279733295,0.0,0.04395940968717251,-0.0,0.6833333333333333,0
28,MLP_lam0,th0.5,14,0.5,0.0,-0.2966105693340227,0.0,0.41433643716385277,-0.0,0.6666666666666666,0
28,MLP_lam0,th0.5,15,0.5,0.0,-0.1026377740469492,-0.0,0.1939449274285058,-0.0,0.6833333333333333,0
28,MLP_lam0,th0.5,16,0.5,0.0,0.6548489524637344,-0.0,-0.2871947447855916,0.0,1.0666666666666667,0
28,MLP_lam0,th0.5,17,0.5,0.0,0.026309128907797213,0.0,-0.6012772848066481,0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,18,0.5,0.0,-0.27839566555973316,0.0,-0.4958348916996775,0.0,1.0583333333333333,0
28,MLP_lam0,th0.5,19,0.5,0.0,0.4424731563945527,-0.0,0.36846524590228596,-0.0,1.0583333333333333,0
28,MLP_lam0,th1.0,0,1.0,0.0,-1.3351969905787133,0.0,0.07224902796847107,-0.0,0.6583333333333333,0
28,MLP_lam0,th1.0,1,1.0,0.0,-0.22646328380508515,-0.0,-1.4545104508573998,0.0,1.0666666666666667,0
28,MLP_lam0,th1.0,2,1.0,0.0,0.5351404757260017,-0.0,-0.006580618311340733,0.0,1.0666666666666667,0
28,MLP_lam0,th1.0,3,1.0,0.0,0.6332811124926168,-0.0,0.039703436398879244,0.0,1.0666666666666667,0
28,MLP_lam0,th1.0,4,1.0,0.0,0.5922557630066422,-0.0,0.5435390253018777,-0.0,0.6833333333333333,0
28,MLP_lam0,th1.0,5,1.0,0.0,0.3067965232451345,0.0,-0.6418041797899031,-0.0,1.0666666666666667,0
28,MLP_lam0,th1.0,6,1.0,0.0,1.3279218330244444,0.0,-0.566867300288089,-0.0,1.275,0
28,MLP_lam0,th1.0,7,1.0,0.0,0.6387959276998808,-0.0,-0.25069116271679237,0.0,1.0666666666666667,0
28,MLP_lam0,th1.0,8,1.0,0.0,0.7412533167898366,-0.0,0.4627622177331235,-0.0,1.0583333333333333,0
28,MLP_lam0,th1.0,9,1.0,0.0,1.144795201880252,0.0,-0.8216770397203846,0.0,1.275,0
28,MLP_lam0,th1.0,10,1.0,0.0,-0.19584221979382255,-0.0,-1.3163294911464096,-0.0,1.0666666666666667,0
28,MLP_lam0,th1.0,11,1.0,0.0,-0.34342911689321226,0.0,-1.0828367715657092,-0.0,1.0583333333333333,0
28,MLP_lam0,th1.0,12,1.0,0.0,-0.47819891775358325,0.0,0.6021238418524022,-0.0,0.6583333333333333,0
28,MLP_lam0,th1.0,13,1.0,0.0,-0.7480423055946659,0.0,0.08791881937434502,-0.0,0.6666666666666666,0
28,MLP_lam0,th1.0,14,1.0,0.0,-0.5932211386680454,0.0,0.8286728743277055,-0.0,0.65,0
28,MLP_lam0,th1.0,15,1.0,0.0,-0.2052755480938984,-0.0,0.3878898548570116,-0.0,0.6666666666666666,0
28,MLP_lam0,th1.0,16,1.0,0.0,1.3096979049274688,-0.0,-0.5743894895711832,0.0,1.2666666666666666,0
28,MLP_lam0,th1.0,17,1.0,0.0,0.05261825781559443,0.0,-1.2025545696132962,0.0,1.0666666666666667,0
28,MLP_lam0,th1.0,18,1.0,0.0,-0.5567913311194663,0.0,-0.991669783399355,0.0,1.0583333333333333,0
28,MLP_lam0,th1.0,19,1.0,0.0,0.8849463127891054,-0.0,0.7369304918045719,-0.0,0.675,0
28,MLP_lam0,w0.03,0,0.0,0.03,-0.0,0.0011756495583305129,0.0,-0.019189345847017706,1.0583333333333333,0
28,MLP_lam0,w0.03,1,0.0,0.03,-0.0,-0.010622116543162832,-0.0,0.0194004079539258,1.0583333333333333,0
28,MLP_lam0,w0.03,2,0.0,0.03,0.0,-0.008388367278131035,-0.0,0.004509704358136061,1.0583333333333333,0
28,MLP_lam0,w0.03,3,0.0,0.03,0.0,-0.00521680005015334,0.0,0.004136801384099879,1.0583333333333333,0
28,MLP_lam0,w0.03,4,0.0,0.03,0.0,-0.011554704314043358,0.0,-0.015167658307368456,1.0583333333333333,0
28,MLP_lam0,w0.03,5,0.0,0.03,0.0,0.002584887302817813,-0.0,-0.05326736331318445,1.0583333333333333,0
28,MLP_lam0,w0.03,6,0.0,0.03,0.0,0.0006144657386459632,-0.0,-0.022699633219565744,1.0583333333333333,0
28,MLP_lam0,w0.03,7,0.0,0.03,0.0,-0.008516917669237135,-0.0,0.004682509006895299,1.0583333333333333,0
28,MLP_lam0,w0.03,8,0.0,0.03,0.0,-0.01831056396329302,0.0,-0.0021938974506078824,1.0583333333333333,0
28,MLP_lam0,w0.03,9,0.0,0.03,0.0,0.01796325188576234,-0.0,0.034895136076855675,1.0583333333333333,0
28,MLP_lam0,w0.03,10,0.0,0.03,-0.0,-0.07704960832381758,-0.0,-0.01845297188027478,1.0583333333333333,0
28,MLP_lam0,w0.03,11,0.0,0.03,-0.0,0.0062733553217324805,-0.0,-0.0004955095000365991,1.0583333333333333,0
28,MLP_lam0,w0.03,12,0.0,0.03,-0.0,0.0039404531076876696,0.0,-0.024532459995186426,1.0583333333333333,0
28,MLP_lam0,w0.03,13,0.0,0.03,-0.0,0.059377547277200536,0.0,-0.0033039777113059903,1.05,0
28,MLP_lam0,w0.03,14,0.0,0.03,-0.0,0.024440919035719662,0.0,-0.017271232085442827,1.0583333333333333,0
28,MLP_lam0,w0.03,15,0.0,0.03,-0.0,-0.027635489865003905,0.0,-0.02290069053721519,1.0583333333333333,0
28,MLP_lam0,w0.03,16,0.0,0.03,0.0,-0.0430665975595602,-0.0,0.0045342226341598705,1.0583333333333333,0
28,MLP_lam0,w0.03,17,0.0,0.03,0.0,0.031831363282893155,-0.0,0.036076379378072496,1.05,0
28,MLP_lam0,w0.03,18,0.0,0.03,-0.0,0.0777915053032846,-0.0,0.0022761125834479938,1.05,0
28,MLP_lam0,w0.03,19,0.0,0.03,0.0,-0.009224498358730633,0.0,-0.026599624912687272,1.0583333333333333,0
28,MLP_lam0,w0.09,0,0.0,0.09,-0.0,0.0035269486749915386,0.0,-0.057568037541053114,1.0583333333333333,0
28,MLP_lam0,w0.09,1,0.0,0.09,-0.0,-0.0318663496294885,-0.0,0.0582012238617774,1.0583333333333333,0
28,MLP_lam0,w0.09,2,0.0,0.09,0.0,-0.025165101834393105,-0.0,0.013529113074408183,1.0583333333333333,0
28,MLP_lam0,w0.09,3,0.0,0.09,0.0,-0.01565040015046002,0.0,0.012410404152299636,1.0583333333333333,0
28,MLP_lam0,w0.09,4,0.0,0.09,0.0,-0.03466411294213007,0.0,-0.045502974922105366,1.0583333333333333,0
28,MLP_lam0,w0.09,5,0.0,0.09,0.0,0.00775466190845344,-0.0,-0.15980208993955336,1.0583333333333333,0
28,MLP_lam0,w0.09,6,0.0,0.09,0.0,0.0018433972159378896,-0.0,-0.06809889965869724,1.0583333333333333,0
28,MLP_lam0,w0.09,7,0.0,0.09,0.0,-0.025550753007711407,-0.0,0.014047527020685898,1.0583333333333333,0
28,MLP_lam0,w0.09,8,0.0,0.09,0.0,-0.05493169188987906,0.0,-0.006581692351823648,1.0583333333333333,0
28,MLP_lam0,w0.09,9,0.0,0.09,0.0,0.05388975565728702,-0.0,0.10468540823056703,1.05,0
28,MLP_lam0,w0.09,10,0.0,0.09,-0.0,-0.23114882497145273,-0.0,-0.05535891564082434,1.0666666666666667,0
28,MLP_lam0,w0.09,11,0.0,0.09,-0.0,0.01882006596519744,-0.0,-0.0014865285001097973,1.0583333333333333,0
28,MLP_lam0,w0.09,12,0.0,0.09,-0.0,0.01182135932306301,0.0,-0.07359737998555928,1.0583333333333333,0
28,MLP_lam0,w0.09,13,0.0,0.09,-0.0,0.1781326418316016,0.0,-0.00991193313391797,0.8833333333333333,0
28,MLP_lam0,w0.09,14,0.0,0.09,-0.0,0.07332275710715898,0.0,-0.05181369625632848,1.05,0
28,MLP_lam0,w0.09,15,0.0,0.09,-0.0,-0.08290646959501172,0.0,-0.06870207161164557,1.0583333333333333,0
28,MLP_lam0,w0.09,16,0.0,0.09,0.0,-0.1291997926786806,-0.0,0.01360266790247961,1.0666666666666667,0
28,MLP_lam0,w0.09,17,0.0,0.09,0.0,0.09549408984867948,-0.0,0.10822913813421747,0.6833333333333333,0
28,MLP_lam0,w0.09,18,0.0,0.09,-0.0,0.2333745159098538,-0.0,0.006828337750343981,0.675,0
28,MLP_lam0,w0.09,19,0.0,0.09,0.0,-0.027673495076191896,0.0,-0.07979887473806181,1.0583333333333333,0
28,MLP_lam0,w0.2,0,0.0,0.2,-0.0,0.00783766372220342,0.0,-0.12792897231345138,1.0583333333333333,0
28,MLP_lam0,w0.2,1,0.0,0.2,-0.0,-0.07081411028775222,-0.0,0.12933605302617202,1.0583333333333333,0
28,MLP_lam0,w0.2,2,0.0,0.2,0.0,-0.05592244852087357,-0.0,0.030064695720907076,1.0583333333333333,0
28,MLP_lam0,w0.2,3,0.0,0.2,0.0,-0.03477866700102227,0.0,0.027578675893999195,1.0583333333333333,0
28,MLP_lam0,w0.2,4,0.0,0.2,0.0,-0.0770313620936224,0.0,-0.10111772204912305,1.0583333333333333,0
28,MLP_lam0,w0.2,5,0.0,0.2,0.0,0.017232582018785424,-0.0,-0.3551157554212297,1.0583333333333333,0
28,MLP_lam0,w0.2,6,0.0,0.2,0.0,0.004096438257639755,-0.0,-0.15133088813043832,1.0583333333333333,0
28,MLP_lam0,w0.2,7,0.0,0.2,0.0,-0.056779451128247574,-0.0,0.03121672671263533,1.0583333333333333,0
28,MLP_lam0,w0.2,8,0.0,0.2,0.0,-0.12207042642195348,0.0,-0.014625983004052552,1.0666666666666667,0
28,MLP_lam0,w0.2,9,0.0,0.2,0.0,0.11975501257174895,-0.0,0.2326342405123712,0.675,0
28,MLP_lam0,w0.2,10,0.0,0.2,-0.0,-0.5136640554921172,-0.0,-0.12301981253516521,0.8833333333333333,0
28,MLP_lam0,w0.2,11,0.0,0.2,-0.0,0.041822368811549875,-0.0,-0.003303396666910661,1.05,0
28,MLP_lam0,w0.2,12,0.0,0.2,-0.0,0.02626968738458447,0.0,-0.16354973330124287,1.0583333333333333,0
28,MLP_lam0,w0.2,13,0.0,0.2,-0.0,0.39585031518133695,0.0,-0.022026518075373272,0.6666666666666666,0
28,MLP_lam0,w0.2,14,0.0,0.2,-0.0,0.1629394602381311,0.0,-0.11514154723628552,0.8916666666666667,0
28,MLP_lam0,w0.2,15,0.0,0.2,-0.0,-0.18423659910002604,0.0,-0.1526712702481013,1.0666666666666667,0
28,MLP_lam0,w0.2,16,0.0,0.2,0.0,-0.287110650397068,-0.0,0.030228150894399137,1.0666666666666667,0
28,MLP_lam0,w0.2,17,0.0,0.2,0.0,0.21220908855262108,-0.0,0.24050919585381664,0.675,0
28,MLP_lam0,w0.2,18,0.0,0.2,-0.0,0.5186100353552308,-0.0,0.015174083889653293,0.6666666666666666,0
28,MLP_lam0,w0.2,19,0.0,0.2,0.0,-0.06149665572487089,0.0,-0.1773308327512485,1.0583333333333333,0
28,MLP_lam0,joint_0.45_0.09,0,0.45,0.09,-0.600838645760421,0.0035269486749915386,0.03251206258581199,-0.057568037541053114,0.675,0
28,MLP_lam0,joint_0.45_0.09,1,0.45,0.09,-0.10190847771228832,-0.0318663496294885,-0.65452970288583,0.0582012238617774,1.0583333333333333,0
