seed,trial,h_legacy,h_fixed,err0_legacy_deg,err0_fixed_deg
7,13,0.4083333333333333,0.7416666666666667,1.049592930472135,0.00029598211428237184
7,14,0.5416666666666666,0.5833333333333334,1.6404860163266617,0.0015253283896958878
7,15,0.35833333333333334,0.9166666666666666,3.8553847087565387,0.0010109544565917055
7,16,10.0,10.0,2.160949806941165,0.0002336962173619614
7,17,0.49166666666666664,10.0,1.6211471787359677,7.854211631565692e-05
7,18,0.125,0.14166666666666666,2.098615300573817,0.0012928463534111327
7,19,0.275,0.875,6.382126740323944,0.0021872788163726713
7,20,4.633333333333334,10.0,3.8595615295240724,0.0002553394426776538
7,21,1.85,3.75,4.738120593870432,0.00012647139557506136
7,22,2.0416666666666665,2.4166666666666665,2.345776305228984,0.0006071853862165511
7,23,10.0,10.0,1.4086224892959474,9.003699873651687e-05
7,24,0.21666666666666667,0.5916666666666667,2.615471028223281,0.0002206187676793798
7,25,0.08333333333333333,0.10833333333333334,1.2744324526142239,0.000949402082239741
7,26,10.0,10.0,2.400643803760083,0.0002560608859111356
7,27,10.0,10.0,1.7716621645831123,0.00014629389361185943
7,28,10.0,10.0,0.6743694214306807,7.738778964712297e-05
7,29,0.11666666666666667,0.1,1.566364564033445,0.0031470553748734445
7,30,0.3333333333333333,4.1,1.1081497758631815,4.985570559130079e-05
7,31,10.0,10.0,1.1190300026561095,4.655680636289037e-05
7,32,10.0,10.0,1.5063748261532064,9.611871195652503e-05
7,33,0.8916666666666667,10.0,2.4862775198793465,0.00018872268452517626
7,34,0.016666666666666666,0.375,6.195373714578237,0.0006045594668453115
7,35,10.0,10.0,1.7907621278753596,0.000762119826957869
7,36,0.19166666666666668,0.5,0.4423261393657745,0.002082889262918175
7,37,10.0,10.0,1.5047813973375026,7.501176970839322e-05
7,38,0.425,2.5,0.3925314944519031,0.0002443956049101572
7,39,0.6583333333333333,10.0,1.8019828113923162,0.00033491625479824423
7,40,10.0,10.0,2.2910935959785452,9.88303754656546e-05
7,41,0.4166666666666667,0.6583333333333333,3.742315817831296,0.0004579196214209731
7,42,0.041666666666666664,0.08333333333333333,2.599833160951686,0.006500159872619817
7,43,10.0,10.0,0.712561766645304,0.00011972600594367188
7,44,0.3416666666666667,0.425,4.603712717130646,0.001271529400226719
7,45,0.225,0.8916666666666667,1.9734502913273273,0.0008766284952171955
7,46,10.0,10.0,0.6708489598027416,3.09005698183551e-05
7,47,10.0,10.0,2.9471659255050278,0.0006068180291883763
7,48,0.9916666666666667,3.3916666666666666,0.22828876192552924,0.0004770355781618475
7,49,0.025,0.35,5.404950325817411,0.003735461494243431
13,0,2.216666666666667,2.475,3.2497617614440166,0.001487533088318404
13,1,10.0,10.0,2.0089915614871274,0.00022588470165023366
13,2,0.21666666666666667,0.23333333333333334,0.9043812883352076,0.0011189297198828684
13,3,1.6166666666666667,1.125,1.363997415628824,0.0005306709874753884
13,4,0.5416666666666666,0.55,3.171517405407063,0.0007646138726932705
13,5,2.2666666666666666,10.0,2.079920396643782,0.0004418928440841449
13,6,10.0,10.0,1.8144293027634397,2.2089247586970092e-05
13,7,10.0,10.0,2.373147750790053,0.00014288666542617605
13,8,0.10833333333333334,1.75,0.5543459039771298,0.00029602951110811336
13,9,8.958333333333334,6.833333333333333,1.003478256411755,0.0005223160563848957
13,10,1.875,2.4583333333333335,2.0407947359111804,0.0006513931083638652
13,11,0.1,0.6,2.1299527631428354,0.001172089181448675
13,12,0.5583333333333333,10.0,0.49742960600978453,0.00021036630172371142
13,13,0.95,2.325,1.0557465973214797,0.00032972510595822576
13,14,0.39166666666666666,0.44166666666666665,1.7390602118484253,0.00032888969724026
13,15,0.36666666666666664,0.8916666666666667,3.773712127205568,0.0007691499147981591
